plan_region_name,plan_dc_name,code,plan_clustername,ClusterDC
South Central US,San Antonio IDC3,2108451,NULL,NULL
South Central US,San Antonio IDC3,2108452,NULL,NULL
South Central US,San Antonio IDC3,2108453,NULL,NULL
South Central US,San Antonio IDC4,2108454,NULL,NULL
South Central US,San Antonio IDC2,2108455,NULL,NULL
East Asia,Hong Kong 2,2108456,NULL,NULL
Southeast Asia,Singapore IDC2,2108457,NULL,NULL
North Europe,Dublin DUB06,2108458,NULL,NULL
South Central US,San Antonio IDC2,2108459,NULL,NULL
West Europe,Amsterdam AMS05,2108460,NULL,NULL
West Europe,Amsterdam AMS05,2108461,NULL,NULL
South Central US,San Antonio IDC4,2108462,NULL,NULL
West US,Bay IDC4,2108463,NULL,NULL
West Europe,Amsterdam AMS05,2108464,NULL,NULL
West Europe,Amsterdam AMS05,2108465,NULL,NULL
East US,Blue Ridge 3,2108466,NULL,NULL
North Central US,Chicago 1,2108467,NULL,NULL
West US,Bay IDC4,2108468,NULL,NULL
East Asia,Hong Kong 2,2108469,NULL,NULL
Southeast Asia,Singapore IDC2,2108470,NULL,NULL
Australia East,Sydney SYD03,2108471,NULL,NULL
North Europe,Dublin DUB06,2108472,NULL,NULL
West Europe,Amsterdam AMS05,2108473,NULL,NULL
West US,Bay IDC4,2108474,NULL,NULL
West US,Bay IDC4,2108475,NULL,NULL
West Europe,Amsterdam AMS05,2108476,NULL,NULL
Central US,Des Moines DSM05,2108477,NULL,NULL
West US,Bay IDC4,2108478,NULL,NULL
West US,Bay IDC4,2108479,NULL,NULL
South Central US,San Antonio IDC4,2108480,NULL,NULL
East Asia,Hong Kong 2,2108481,NULL,NULL
North Europe,Dublin DUB06,2108482,NULL,NULL
West Europe,Amsterdam AMS05,2108483,NULL,NULL
West Europe,Amsterdam AMS05,2108484,NULL,NULL
East US,Blue Ridge 3,2108485,NULL,NULL
West US,Bay IDC4,2108486,NULL,NULL
West US,Bay IDC4,2108487,NULL,NULL
West US,Bay IDC4,2108488,NULL,NULL
Southeast Asia,Singapore IDC2,2108489,NULL,NULL
West Europe,Amsterdam AMS05,2108490,NULL,NULL
West US,Bay IDC4,2108491,NULL,NULL
West Europe,Amsterdam AMS05,2108492,NULL,NULL
Central US,Des Moines DSM05,2108493,NULL,NULL
North Central US,Chicago 1,2108494,NULL,NULL
West US 2,Quincy MWH01,2108495,NULL,NULL
South Central US,San Antonio IDC4,2108496,NULL,NULL
West US,Bay IDC4,2108497,NULL,NULL
West US,Bay IDC4,2108498,NULL,NULL
East Asia,Hong Kong 2,2108499,NULL,NULL
North Europe,Dublin DUB06,2108500,NULL,NULL
West Europe,Amsterdam AMS05,2108501,NULL,NULL
West US,Bay IDC4,2108502,NULL,NULL
West US,Bay IDC4,2108503,NULL,NULL
West US,Bay IDC4,2108504,NULL,NULL
West US,Bay IDC4,2108505,NULL,NULL
West Europe,Amsterdam AMS05,2108506,NULL,NULL
East US,Blue Ridge 4,2108507,NULL,NULL
West US,Bay IDC4,2108508,NULL,NULL
East US 2,Boydton 4,2108509,NULL,NULL
South Central US,San Antonio IDC4,2108510,NULL,NULL
West US,Bay IDC4,2108511,NULL,NULL
South Central US,San Antonio IDC2,2112789,SN2PrdApp15,SN2
West US,Bay IDC4,2112790,BY4PrdApp12,BY4
West Europe,Amsterdam AMS04,2112791,AM4PrdApp13,AM4
West US,Bay IDC4,2112792,BY4PrdApp13,BY4
South Central US,San Antonio IDC2,2112793,SN2PrdApp05,SN2
Central US,Des Moines 3,2112794,DM3PrdApp06,DM3
East US,Blue Ridge 4,2112795,BL4PrdApp15,BL4
Central US EUAP,Des Moines 3,2112796,CDM03PrdApp01,CDM
East US,Blue Ridge BL5,2112797,BL5PrdApp05,BL5
NULL,NULL,2112798,NULL,NULL
East US 2,Boydton 3,2112800,NULL,NULL
Australia East,Sydney SYD03,2112802,NULL,NULL
Australia East,Sydney SYD03,2112803,NULL,NULL
Australia East,Sydney SYD03,2112804,NULL,NULL
Australia East,Sydney SYD03,2112805,NULL,NULL
Australia East,Sydney SYD03,2112806,NULL,NULL
Australia East,Sydney SYD03,2112807,NULL,NULL
Central US,Des Moines 3,2112841,NULL,NULL
USGov Virginia,Boydton 1,2112858,BN1AzFApp01-02,BN1
West Europe,Amsterdam AMS04,2110368,AM4PrdAppXX GEN4.1,AM4
North Europe,Dublin-DB5,2110369,NULL,NULL
East US 2,Boydton BN6,2110370,NULL,NULL
West Europe,Amsterdam AMS04,2110371,NULL,NULL
East US 2,Boydton BN6,2110372,NULL,NULL
North Europe,Dublin-DB5,2110373,NULL,NULL
South Central US,San Antonio IDC2,2110374,NULL,NULL
East US 2,Boydton 3,2110375,NULL,NULL
North Europe,Dublin-DB5,2110376,NULL,NULL
Central US,Des Moines DSM05,2110377,NULL,NULL
West Europe,Amsterdam AMS06,2110378,AM6PrdStpXX,AM6
West Europe,Amsterdam AMS06,2110379,NULL,NULL
West Europe,Amsterdam AMS06,2110380,NULL,NULL
East US 2,Boydton BN6,2110381,NULL,NULL
East US,Blue Ridge 4,2110382,NULL,NULL
East US,Blue Ridge 4,2110383,NULL,NULL
East Asia,Hong Kong 2,2110384,NULL,NULL
East Asia,Hong Kong 2,2110385,NULL,NULL
North Europe,Dublin-DB5,2110386,NULL,NULL
Germany Central,Frankfurt FRA20,2110387,FR1PrdStr02,FR1
Australia East,Sydney SYD03,2110388,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2110389,LG1PrdApp01,LG1
Canada Central,Toronto YTO20,2110390,YT1PrdStr01,YT1
East US,Blue Ridge BL5,2110391,NULL,NULL
Central US,Des Moines 3,2110392,NULL,NULL
West Europe,Amsterdam AMS04,2110393,AM4PrdStpXX GEN3,AM4
West Europe,Amsterdam AMS04,2110394,AM4PrdAppXX GEN4.1,AM4
West Europe,Amsterdam AMS06,2110395,NULL,NULL
Brazil South,Campinas CPQ02,2110397,NULL,NULL
North Europe,Dublin DUB06,2110398,NULL,NULL
North Europe,Dublin DUB06,2110399,NULL,NULL
Brazil South,Campinas CPQ02,2110400,NULL,NULL
Canada Central,Toronto YTO20,2110401,YT1PrdApp01,YT1
Australia Southeast,Melbourne MEL01,2110402,NULL,NULL
Australia East,Sydney SYD03,2110403,NULL,NULL
East Asia,Hong Kong 2,2110404,NULL,NULL
East Asia,Hong Kong 2,2110405,NULL,NULL
East Asia,Hong Kong 2,2110406,NULL,NULL
East Asia,Hong Kong 2,2110407,NULL,NULL
East Asia,Hong Kong 2,2110408,NULL,NULL
East Asia,Hong Kong 2,2110409,NULL,NULL
East Asia,Hong Kong 2,2110410,NULL,NULL
East Asia,Hong Kong 2,2110411,NULL,NULL
East Asia,Hong Kong 2,2110412,NULL,NULL
East Asia,Hong Kong 2,2110413,NULL,NULL
East Asia,Hong Kong 2,2110414,NULL,NULL
East Asia,Hong Kong 2,2110415,NULL,NULL
East Asia,Hong Kong 2,2110416,NULL,NULL
East Asia,Hong Kong 2,2110417,NULL,NULL
East Asia,Hong Kong 2,2110418,NULL,NULL
East Asia,Hong Kong 2,2110419,NULL,NULL
East Asia,Hong Kong 2,2110420,NULL,NULL
East Asia,Hong Kong 2,2110421,NULL,NULL
East Asia,Hong Kong 2,2110422,NULL,NULL
East Asia,Hong Kong 2,2110423,NULL,NULL
Southeast Asia,Singapore IDC2,2110424,NULL,NULL
Southeast Asia,Singapore IDC2,2110425,NULL,NULL
Southeast Asia,Singapore IDC2,2110426,NULL,NULL
Southeast Asia,Singapore IDC2,2110427,NULL,NULL
Southeast Asia,Singapore IDC2,2110428,NULL,NULL
Southeast Asia,Singapore IDC2,2110429,NULL,NULL
Southeast Asia,Singapore IDC2,2110430,NULL,NULL
Southeast Asia,Singapore IDC2,2110431,NULL,NULL
Southeast Asia,Singapore IDC2,2110432,NULL,NULL
Southeast Asia,Singapore IDC2,2110433,NULL,NULL
Southeast Asia,Singapore IDC2,2110434,NULL,NULL
Southeast Asia,Singapore IDC2,2110435,NULL,NULL
Southeast Asia,Singapore IDC2,2110436,NULL,NULL
Southeast Asia,Singapore IDC2,2110437,NULL,NULL
China East,Shanghai SHA03,2110438,NULL,NULL
China North,China Telecom: Yongfeng,2110439,NULL,NULL
North Europe,Dublin DUB06,2110440,NULL,NULL
North Europe,Dublin DUB06,2110441,NULL,NULL
North Europe,Dublin DUB06,2110442,NULL,NULL
North Europe,Dublin DUB06,2110443,NULL,NULL
North Europe,Dublin DUB06,2110444,NULL,NULL
North Europe,Dublin DUB06,2110445,NULL,NULL
North Europe,Dublin DUB06,2110446,NULL,NULL
North Europe,Dublin-DB5,2110447,NULL,NULL
North Europe,Dublin DUB06,2110448,NULL,NULL
North Europe,Dublin DUB06,2110449,NULL,NULL
North Europe,Dublin DUB06,2110450,NULL,NULL
North Europe,Dublin DUB06,2110451,NULL,NULL
North Europe,Dublin DUB06,2110452,NULL,NULL
North Europe,Dublin DUB06,2110453,NULL,NULL
North Europe,Dublin DUB06,2110454,NULL,NULL
North Europe,Dublin DUB06,2110455,NULL,NULL
North Europe,Dublin DUB06,2110456,NULL,NULL
North Europe,Dublin DUB06,2110457,NULL,NULL
West Europe,Amsterdam AMS04,2110458,NULL,NULL
West Europe,Amsterdam AMS06,2110459,NULL,NULL
West Europe,Amsterdam AMS05,2110460,NULL,NULL
West Europe,Amsterdam AMS05,2110461,NULL,NULL
West Europe,Amsterdam AMS05,2110462,NULL,NULL
West Europe,Amsterdam AMS06,2110463,NULL,NULL
West Europe,Amsterdam AMS06,2110464,NULL,NULL
West Europe,Amsterdam AMS06,2110465,NULL,NULL
West Europe,Amsterdam AMS06,2110466,NULL,NULL
West Europe,Amsterdam AMS06,2110467,NULL,NULL
West Europe,Amsterdam AMS06,2110468,NULL,NULL
West Europe,Amsterdam AMS06,2110469,NULL,NULL
West Europe,Amsterdam AMS06,2110470,NULL,NULL
West Europe,Amsterdam AMS06,2110471,NULL,NULL
West Europe,Amsterdam AMS06,2110472,NULL,NULL
West Europe,Amsterdam AMS06,2110473,NULL,NULL
West Europe,Amsterdam AMS06,2110474,NULL,NULL
West Europe,Amsterdam AMS06,2110475,NULL,NULL
West Europe,Amsterdam AMS04,2110476,NULL,NULL
West Europe,Amsterdam AMS04,2110477,NULL,NULL
West Europe,Amsterdam AMS05,2110478,NULL,NULL
West Europe,Amsterdam AMS05,2110479,NULL,NULL
West Europe,Amsterdam AMS05,2110480,NULL,NULL
West Europe,Amsterdam AMS05,2110481,NULL,NULL
West Europe,Amsterdam AMS05,2110482,NULL,NULL
West Europe,Amsterdam AMS05,2110483,NULL,NULL
West Europe,Amsterdam AMS05,2110484,NULL,NULL
West Europe,Amsterdam AMS06,2110485,NULL,NULL
West Europe,Amsterdam AMS06,2110486,NULL,NULL
West Europe,Amsterdam AMS06,2110487,NULL,NULL
West Europe,Amsterdam AMS06,2110488,NULL,NULL
West Europe,Amsterdam AMS06,2110489,NULL,NULL
West Europe,Amsterdam AMS06,2110490,NULL,NULL
West Europe,Amsterdam AMS06,2110491,NULL,NULL
West Europe,Amsterdam AMS06,2110492,NULL,NULL
West Europe,Amsterdam AMS06,2110493,NULL,NULL
West Europe,Amsterdam AMS06,2110494,NULL,NULL
West Europe,Amsterdam AMS06,2110495,NULL,NULL
West Europe,Amsterdam AMS06,2110496,NULL,NULL
West Europe,Amsterdam AMS06,2110497,NULL,NULL
West Europe,Amsterdam AMS06,2110498,NULL,NULL
West Europe,Amsterdam AMS06,2110499,NULL,NULL
West Europe,Amsterdam AMS05,2110500,NULL,NULL
West Europe,Amsterdam AMS05,2110501,NULL,NULL
West Europe,Amsterdam AMS05,2110502,NULL,NULL
West Europe,Amsterdam AMS05,2110503,NULL,NULL
West Europe,Amsterdam AMS05,2110504,NULL,NULL
West Europe,Amsterdam AMS05,2110505,NULL,NULL
West Europe,Amsterdam AMS06,2110506,NULL,NULL
West Europe,Amsterdam AMS06,2110507,NULL,NULL
West Europe,Amsterdam AMS06,2110508,NULL,NULL
West Europe,Amsterdam AMS06,2110509,NULL,NULL
West Europe,Amsterdam AMS06,2110510,NULL,NULL
West Europe,Amsterdam AMS06,2110511,NULL,NULL
West Europe,Amsterdam AMS05,2110512,NULL,NULL
West Europe,Amsterdam AMS05,2110513,NULL,NULL
West Europe,Amsterdam AMS05,2110514,NULL,NULL
West Europe,Amsterdam AMS05,2110515,NULL,NULL
West Europe,Amsterdam AMS05,2110516,NULL,NULL
West Europe,Amsterdam AMS05,2110517,NULL,NULL
West Europe,Amsterdam AMS04,2110518,AM4PrdAppXX GEN4.1,AM4
West Europe,Amsterdam AMS05,2110519,NULL,NULL
West Europe,Amsterdam AMS05,2110520,NULL,NULL
West Europe,Amsterdam AMS05,2110521,NULL,NULL
West Europe,Amsterdam AMS04,2110522,AM4PrdAppXX,AM4
West Europe,Amsterdam AMS05,2110523,AM5PrdAppXX,AM5
West Europe,Amsterdam AMS05,2110524,AM5PrdAppXX,AM5
West Europe,Amsterdam AMS05,2110525,AM5PrdAppXX,AM5
West Europe,Amsterdam AMS05,2110526,NULL,NULL
West Europe,Amsterdam AMS06,2110527,NULL,NULL
West Europe,Amsterdam AMS06,2110528,NULL,NULL
West Europe,Amsterdam AMS06,2110529,NULL,NULL
West Europe,Amsterdam AMS06,2110530,NULL,NULL
West Europe,Amsterdam AMS06,2110531,NULL,NULL
West Europe,Amsterdam AMS06,2110532,NULL,NULL
West Europe,Amsterdam AMS05,2110533,NULL,NULL
West Europe,Amsterdam AMS05,2110534,NULL,NULL
West Europe,Amsterdam AMS05,2110535,NULL,NULL
West Europe,Amsterdam AMS05,2110536,NULL,NULL
West Europe,Amsterdam AMS05,2110537,NULL,NULL
West Europe,Amsterdam AMS05,2110538,NULL,NULL
West Europe,Amsterdam AMS05,2110539,NULL,NULL
West Europe,Amsterdam AMS06,2110540,NULL,NULL
West Europe,Amsterdam AMS06,2110541,AM6PrdStpXX,AM6
West Europe,Amsterdam AMS06,2110542,AM6PrdStpXX,AM6
Central US,Des Moines DSM05,2110543,NULL,NULL
Central US,Des Moines DSM05,2110544,NULL,NULL
Central US,Des Moines DSM05,2110545,NULL,NULL
Central US,Des Moines DSM05,2110546,NULL,NULL
Central US,Des Moines DSM05,2110547,NULL,NULL
Central US,Des Moines DSM05,2110548,NULL,NULL
Central US,Des Moines DSM05,2110549,NULL,NULL
East US,Blue Ridge 4,2107486,NULL,NULL
East US 2,Boydton BN6,2107487,NULL,NULL
East US 2,Boydton BN6,2107488,NULL,NULL
East US 2,Boydton BN6,2107489,NULL,NULL
East US 2,Boydton BN6,2107490,NULL,NULL
North Central US,Chicago 3,2107491,NULL,NULL
North Central US,Chicago 3,2107492,NULL,NULL
North Central US,Chicago 3,2107493,NULL,NULL
South Central US,San Antonio IDC2,2107494,NULL,NULL
North Central US,Chicago 3,2107495,NULL,NULL
West US 2,Quincy MWH01,2107496,NULL,NULL
West US 2,Quincy MWH01,2107497,NULL,NULL
South Central US,San Antonio IDC1,2107498,NULL,NULL
West US 2,Quincy MWH01,2107499,NULL,NULL
South Central US,San Antonio IDC1,2107500,NULL,NULL
South Central US,San Antonio IDC1,2107501,NULL,NULL
South Central US,San Antonio IDC3,2107502,NULL,NULL
South Central US,San Antonio IDC3,2107503,NULL,NULL
West US,Bay IDC4,2107504,NULL,NULL
West US,Bay IDC4,2107505,NULL,NULL
West US,Bay IDC4,2107506,NULL,NULL
East US,Blue Ridge 4,2107507,NULL,NULL
West US,Bay IDC4,2107508,NULL,NULL
East Asia,Hong Kong 3,2107509,NULL,NULL
East Asia,Hong Kong 3,2107510,NULL,NULL
East Asia,Hong Kong 3,2107511,NULL,NULL
Southeast Asia,Singapore IDC2,2107512,NULL,NULL
Southeast Asia,Singapore IDC2,2107513,NULL,NULL
East Asia,Hong Kong 3,2107514,NULL,NULL
Southeast Asia,Singapore IDC2,2107515,NULL,NULL
Australia East,Sydney SYD03,2107516,NULL,NULL
Brazil South,Campinas CPQ01,2107517,NULL,NULL
North Europe,Dublin IDC3,2107518,NULL,NULL
North Europe,Dublin IDC3,2107519,NULL,NULL
North Europe,Dublin IDC3,2107520,NULL,NULL
North Europe,Dublin IDC3,2107521,NULL,NULL
North Europe,Dublin IDC3,2107522,NULL,NULL
North Europe,Dublin IDC3,2107523,NULL,NULL
West Europe,Amsterdam AMS05,2107524,NULL,NULL
North Europe,Dublin IDC3,2107525,NULL,NULL
West Europe,Amsterdam AMS05,2107526,NULL,NULL
West Europe,Amsterdam AMS05,2107527,NULL,NULL
West Europe,Amsterdam AMS05,2107528,NULL,NULL
West Europe,Amsterdam AMS05,2107529,NULL,NULL
West Europe,Amsterdam AMS05,2107530,NULL,NULL
North Europe,Dublin-DB5,2107531,NULL,NULL
West Europe,Amsterdam AMS04,2107532,NULL,NULL
North Europe,Dublin-DB5,2107533,NULL,NULL
West Europe,Amsterdam AMS04,2107534,NULL,NULL
West Europe,Amsterdam AMS05,2107535,NULL,NULL
Central US,Des Moines DSM05,2107536,NULL,NULL
Central US,Des Moines DSM05,2107537,NULL,NULL
East US 2,Boydton BN6,2107538,NULL,NULL
Central US,Des Moines DSM05,2107539,NULL,NULL
East US,Blue Ridge 4,2107540,NULL,NULL
East US,Blue Ridge 4,2107541,NULL,NULL
East US,Blue Ridge 4,2107542,NULL,NULL
West US,Bay IDC4,2107543,NULL,NULL
East US,Blue Ridge 4,2107544,NULL,NULL
East US 2,Boydton BN6,2107545,NULL,NULL
East US 2,Boydton BN6,2107546,NULL,NULL
Central US,Des Moines DSM05,2107547,NULL,NULL
East US 2,Boydton BN6,2107548,NULL,NULL
East US 2,Boydton BN6,2107549,NULL,NULL
East US 2,Boydton BN6,2107550,NULL,NULL
North Central US,Chicago 3,2107551,NULL,NULL
South Central US,San Antonio IDC2,2107552,NULL,NULL
North Central US,Chicago 3,2107553,NULL,NULL
West US 2,Quincy MWH01,2107554,NULL,NULL
West US 2,Quincy MWH01,2107555,NULL,NULL
South Central US,San Antonio IDC3,2107556,NULL,NULL
West US 2,Quincy MWH01,2107557,NULL,NULL
South Central US,San Antonio IDC3,2107558,NULL,NULL
South Central US,San Antonio IDC3,2107559,NULL,NULL
North Central US,Chicago 3,2107560,NULL,NULL
South Central US,San Antonio IDC2,2107561,NULL,NULL
North Central US,Chicago 3,2107562,NULL,NULL
South Central US,San Antonio IDC2,2107563,NULL,NULL
West US,Bay IDC4,2107564,NULL,NULL
West US,Bay IDC4,2107565,NULL,NULL
East US,Blue Ridge 4,2107566,NULL,NULL
West US,Bay IDC4,2107567,NULL,NULL
NULL,Singapore IDC3,2107568,NULL,NULL
NULL,Bay IDC3,2107569,NULL,NULL
NULL,Bay IDC3,2107570,NULL,NULL
East Asia,Hong Kong 3,2107571,NULL,NULL
Southeast Asia,Singapore IDC2,2107572,NULL,NULL
Australia Southeast,Melbourne MEL01,2107573,NULL,NULL
Brazil South,Campinas CPQ01,2107574,NULL,NULL
China North,China Telecom: Yongfeng,2107575,NULL,NULL
North Europe,Dublin-DB5,2107576,NULL,NULL
North Europe,Dublin-DB5,2107577,NULL,NULL
West Europe,Amsterdam AMS04,2107578,NULL,NULL
North Europe,Dublin-DB5,2107579,NULL,NULL
West Europe,Amsterdam AMS05,2107580,NULL,NULL
West Europe,Amsterdam AMS05,2107581,NULL,NULL
West India,Mumbai BOM01,2107582,NULL,NULL
Central US,Des Moines DSM05,2107583,NULL,NULL
East US 2,Boydton BN6,2107584,NULL,NULL
Central US,Des Moines DSM05,2107585,NULL,NULL
East US,Blue Ridge 4,2107586,NULL,NULL
East US 2,Boydton BN6,2107587,NULL,NULL
West US 2,Quincy MWH01,2107588,NULL,NULL
South Central US,San Antonio IDC3,2107589,NULL,NULL
West US 2,Quincy MWH01,2107590,NULL,NULL
West US,Bay IDC4,2107671,BY4PrdApp05,BY4
West Europe,Amsterdam 3,2107708,NULL,NULL
West Europe,Amsterdam 3,2107709,NULL,NULL
West US,Bay IDC3,2107756,NULL,NULL
NULL,NULL,2107759,NULL,NULL
USGov Iowa,Des Moines 2,2107760,NULL,NULL
USGov Virginia,Boydton 1,2107761,NULL,NULL
North Europe,Dublin DUB06,2107762,NULL,NULL
NULL,NULL,2109928,NULL,NULL
Central US,Des Moines 3,2109929,NULL,NULL
East US,Blue Ridge BL5,2109930,NULL,NULL
East US,Blue Ridge BL5,2109931,NULL,NULL
East US 2,Boydton 4,2109932,NULL,NULL
South Central US,San Antonio IDC2,2109933,NULL,NULL
West US,Bay IDC4,2109934,NULL,NULL
West US,Bay IDC4,2109935,NULL,NULL
Japan East,Tokyo TYO01,2109936,NULL,NULL
East US,Blue Ridge 4,2109937,NULL,NULL
Central US,Des Moines DSM05,2109938,NULL,NULL
East US 2,Boydton 4,2109939,NULL,NULL
East US,Blue Ridge 3,2109940,NULL,NULL
South Central US,San Antonio IDC4,2109941,NULL,NULL
Central US,Des Moines 3,2109942,NULL,NULL
South Central US,San Antonio IDC4,2109943,NULL,NULL
East US,Blue Ridge BL5,2109944,NULL,NULL
East US 2,Boydton 4,2109945,NULL,NULL
North Europe,Dublin-DB5,2109946,NULL,NULL
North Central US,Chicago 1,2109947,NULL,NULL
West Europe,Amsterdam AMS04,2109948,NULL,NULL
South Central US,San Antonio IDC2,2109949,NULL,NULL
West US,Bay IDC4,2109950,NULL,NULL
West US,Bay IDC4,2109951,NULL,NULL
East US 2,Boydton 3,2109952,NULL,NULL
North Central US,Chicago 1,2109953,NULL,NULL
West US,Bay IDC4,2109954,NULL,NULL
West US,Bay IDC4,2109955,NULL,NULL
Southeast Asia,Singapore IDC2,2109956,NULL,NULL
East Asia,Hong Kong 2,2109957,NULL,NULL
North Europe,Dublin DUB06,2109958,NULL,NULL
Australia Southeast,Melbourne MEL01,2109959,NULL,NULL
East Asia,Hong Kong 2,2109960,NULL,NULL
West Europe,Amsterdam AMS06,2109961,NULL,NULL
West Europe,Amsterdam AMS06,2109962,AM6PrdStpXX,AM6
Central US,Des Moines DSM05,2109963,NULL,NULL
Central US,Des Moines DSM05,2109964,NULL,NULL
East US 2,Boydton BN6,2109965,NULL,NULL
East US 2,Boydton BN6,2109966,NULL,NULL
East US,Blue Ridge 4,2109967,NULL,NULL
East US,Blue Ridge 4,2109968,NULL,NULL
East US 2,Boydton BN6,2109969,NULL,NULL
East US 2,Boydton BN6,2109970,NULL,NULL
West US,Bay IDC4,2109971,NULL,NULL
West US 2,Quincy MWH01,2109972,NULL,NULL
South Central US,San Antonio IDC4,2109973,NULL,NULL
North Central US,Chicago 1,2109974,NULL,NULL
East Asia,Hong Kong 2,2109975,NULL,NULL
North Europe,Dublin-DB5,2109976,NULL,NULL
West US,Bay IDC4,2109977,NULL,NULL
West US,Bay IDC4,2109978,NULL,NULL
West US,Bay IDC4,2109979,NULL,NULL
South Central US,San Antonio IDC4,2109980,NULL,NULL
North Central US,Chicago 1,2109981,NULL,NULL
West US,Bay IDC4,2109982,NULL,NULL
West US,Bay IDC4,2109983,NULL,NULL
West US,Bay IDC4,2109984,NULL,NULL
West US,Bay IDC4,2109985,NULL,NULL
East US 2,Boydton 4,2109986,NULL,NULL
South Central US,San Antonio IDC4,2109987,NULL,NULL
South Central US,San Antonio IDC2,2109988,NULL,NULL
West US,Bay IDC4,2109989,NULL,NULL
West US,Bay IDC4,2109990,NULL,NULL
West US,Bay IDC4,2109991,NULL,NULL
North Europe,Dublin-DB5,2109992,NULL,NULL
West US,Bay IDC4,2109993,NULL,NULL
East Asia,Hong Kong 2,2109994,NULL,NULL
Southeast Asia,Singapore IDC2,2109995,NULL,NULL
West Europe,Amsterdam AMS06,2109996,NULL,NULL
East Asia,Hong Kong 2,2109997,NULL,NULL
East Asia,Hong Kong 2,2109998,NULL,NULL
North Europe,Dublin-DB5,2113020,DB5PrdApp19,DB5
East US 2,Boydton 3,2113021,BN3PrdStp06,BN3
Australia East,Sydney SYD03,2113022,SY3PrdApp13,SY3
South India,Chennai MAA01,2113024,MA1PrdApp03,MA1
West US,Bay IDC3,2113025,BY3PrdApp20,BY3
Central US,Des Moines 2,2113036,DM2PrdApp10,DM2
East US 2,Boydton 4,2113037,BN4PrdApp13,BN4
Central US,Des Moines 3,2113038,DM3PrdStr06,DM3
East US 2,Boydton 4,2113039,BN4PrdStr06,BN4
Central US,Des Moines 3,2113040,DM3PrdApp12,DM3
East US 2,Boydton 4,2113041,BN4PrdApp10,BN4
Central US EUAP,Des Moines 3,2113042,CDM03PrdStr01,CDM
East US 2 EUAP,Boydton 4,2113043,CBN04PrdStr01,CBN
Southeast Asia,NULL,2113044,NULL,NULL
Brazil South,Campinas CPQ01,2113045,CQ1PrdApp05,CQ1
Japan East,Tokyo TYO01,2113049,NULL,NULL
South Central US,San Antonio IDC3,2113050,SN3PrdApp27,SN3
USGov Virginia,Boydton 1,2113051,BN1AzFApp03,BN1
Germany Central,Frankfurt FRA20,2113053,NULL,NULL
East US 2 EUAP,Boydton 4,2113054,CBN04PrdApp01,CBN
Southeast Asia,Singapore IDC2,2113055,SG2PrdDDC01,SG2
Australia East,Sydney SYD03,2113057,SY3PrdApp08,SY3
South Central US,San Antonio IDC2,2113058,SN2PrdApp02,SN2
